0	0	200
0.0275591	0	200
0.0551181	0	200
0.0826772	0	200
0.110236	0	200
0.137795	0	200
0.165354	0	200
0.192913	0	200
0.220472	0	200
0.248031	0	200
0.275591	0	200
0.30315	0	200
0.330709	0	200
0.358268	0	200
0.385827	0	200
0.413386	0	200
0.440945	0	200
0.468504	0	200
0.496063	0	200
0.523622	0	200
0.551181	0	200
0.57874	0	200
0.606299	0	200
0.633858	0	200
0.661417	0	200
0.688976	0	200
0.716535	0	200
0.744094	0	200
0.771654	0	200
0.799213	0	200
0.826772	0	200
0.854331	0	200
0.88189	0	200
0.909449	0	200
0.937008	0	200
0.964567	0	200
0.992126	0	200
1.01969	0	200
1.04724	0	200
1.0748	0	200
1.10236	0	200
1.12992	0	200
1.15748	0	200
1.18504	0	200
1.2126	0	200
1.24016	0	200
1.26772	0	200
1.29528	0	200
1.32283	0	200
1.35039	0	200
1.37795	0	200
1.40551	0	200
1.43307	0	200
1.46063	0	200
1.48819	0	200
1.51575	0	200
1.54331	0	200
1.57087	0	200
1.59843	0	200
1.62598	0	200
1.65354	0	200
1.6811	0	200
1.70866	0	200
1.73622	0	200
1.76378	0	200
1.79134	0	200
1.8189	0	200
1.84646	0	200
1.87402	0	200
1.90157	0	200
1.92913	0	200
1.95669	0	200
1.98425	0	200
2.01181	0	200
2.03937	0	200
2.06693	0	200
2.09449	0	200
2.12205	0	200
2.14961	0	200
2.17717	0	200
2.20472	0	200
2.23228	0	200
2.25984	0	200
2.2874	0	200
2.31496	0	200
2.34252	0	200
2.37008	0	200
2.39764	0	200
2.4252	0	200
2.45276	0	200
2.48031	0	200
2.50787	0	200
2.53543	0	200
2.56299	0	200
2.59055	0	200
2.61811	0	200
2.64567	0	200
2.67323	0	200
2.70079	0	200
2.72835	0	200
2.75591	0	200
2.78346	0	200
2.81102	0	200
2.83858	0	200
2.86614	0	200
2.8937	0	200
2.92126	0	200
2.94882	0	200
2.97638	0	200
3.00394	0	200
3.0315	0	200
3.05906	0	200
3.08661	0	200
3.11417	0	200
3.14173	0	200
3.16929	0	200
3.19685	0	200
3.22441	0	200
3.25197	0	200
3.27953	0	200
3.30709	0	200
3.33465	0	200
3.3622	0	200
3.38976	0	200
3.41732	0	200
3.44488	0	200
3.47244	0	200
3.5	0	200

0	0.0275591	200
0.0275591	0.0275591	199.813
0.0551181	0.0275591	199.626
0.0826772	0.0275591	199.44
0.110236	0.0275591	199.254
0.137795	0.0275591	199.069
0.165354	0.0275591	198.886
0.192913	0.0275591	198.705
0.220472	0.0275591	198.525
0.248031	0.0275591	198.347
0.275591	0.0275591	198.172
0.30315	0.0275591	197.999
0.330709	0.0275591	197.829
0.358268	0.0275591	197.662
0.385827	0.0275591	197.499
0.413386	0.0275591	197.338
0.440945	0.0275591	197.181
0.468504	0.0275591	197.028
0.496063	0.0275591	196.878
0.523622	0.0275591	196.733
0.551181	0.0275591	196.591
0.57874	0.0275591	196.454
0.606299	0.0275591	196.32
0.633858	0.0275591	196.191
0.661417	0.0275591	196.066
0.688976	0.0275591	195.946
0.716535	0.0275591	195.83
0.744094	0.0275591	195.718
0.771654	0.0275591	195.611
0.799213	0.0275591	195.508
0.826772	0.0275591	195.409
0.854331	0.0275591	195.314
0.88189	0.0275591	195.224
0.909449	0.0275591	195.138
0.937008	0.0275591	195.056
0.964567	0.0275591	194.978
0.992126	0.0275591	194.904
1.01969	0.0275591	194.833
1.04724	0.0275591	194.767
1.0748	0.0275591	194.704
1.10236	0.0275591	194.644
1.12992	0.0275591	194.588
1.15748	0.0275591	194.535
1.18504	0.0275591	194.486
1.2126	0.0275591	194.439
1.24016	0.0275591	194.395
1.26772	0.0275591	194.354
1.29528	0.0275591	194.316
1.32283	0.0275591	194.28
1.35039	0.0275591	194.247
1.37795	0.0275591	194.215
1.40551	0.0275591	194.187
1.43307	0.0275591	194.16
1.46063	0.0275591	194.135
1.48819	0.0275591	194.111
1.51575	0.0275591	194.09
1.54331	0.0275591	194.07
1.57087	0.0275591	194.051
1.59843	0.0275591	194.034
1.62598	0.0275591	194.018
1.65354	0.0275591	194.003
1.6811	0.0275591	193.989
1.70866	0.0275591	193.976
1.73622	0.0275591	193.964
1.76378	0.0275591	193.953
1.79134	0.0275591	193.942
1.8189	0.0275591	193.932
1.84646	0.0275591	193.923
1.87402	0.0275591	193.914
1.90157	0.0275591	193.905
1.92913	0.0275591	193.896
1.95669	0.0275591	193.887
1.98425	0.0275591	193.879
2.01181	0.0275591	193.87
2.03937	0.0275591	193.861
2.06693	0.0275591	193.852
2.09449	0.0275591	193.842
2.12205	0.0275591	193.832
2.14961	0.0275591	193.821
2.17717	0.0275591	193.809
2.20472	0.0275591	193.797
2.23228	0.0275591	193.783
2.25984	0.0275591	193.768
2.2874	0.0275591	193.752
2.31496	0.0275591	193.734
2.34252	0.0275591	193.715
2.37008	0.0275591	193.693
2.39764	0.0275591	193.669
2.4252	0.0275591	193.642
2.45276	0.0275591	193.613
2.48031	0.0275591	193.58
2.50787	0.0275591	193.544
2.53543	0.0275591	193.503
2.56299	0.0275591	193.458
2.59055	0.0275591	193.408
2.61811	0.0275591	193.353
2.64567	0.0275591	193.291
2.67323	0.0275591	193.221
2.70079	0.0275591	193.144
2.72835	0.0275591	193.057
2.75591	0.0275591	192.961
2.78346	0.0275591	192.852
2.81102	0.0275591	192.731
2.83858	0.0275591	192.594
2.86614	0.0275591	192.441
2.8937	0.0275591	192.267
2.92126	0.0275591	192.071
2.94882	0.0275591	191.848
2.97638	0.0275591	191.595
3.00394	0.0275591	191.305
3.0315	0.0275591	190.973
3.05906	0.0275591	190.59
3.08661	0.0275591	190.145
3.11417	0.0275591	189.626
3.14173	0.0275591	189.014
3.16929	0.0275591	188.286
3.19685	0.0275591	187.411
3.22441	0.0275591	186.344
3.25197	0.0275591	185.02
3.27953	0.0275591	183.345
3.30709	0.0275591	181.166
3.33465	0.0275591	178.235
3.3622	0.0275591	174.108
3.38976	0.0275591	167.927
3.41732	0.0275591	157.842
3.44488	0.0275591	139.343
3.47244	0.0275591	99.9064
3.5	0.0275591	0

0	0.0551181	200
0.0275591	0.0551181	199.626
0.0551181	0.0551181	199.252
0.0826772	0.0551181	198.88
0.110236	0.0551181	198.509
0.137795	0.0551181	198.14
0.165354	0.0551181	197.774
0.192913	0.0551181	197.411
0.220472	0.0551181	197.052
0.248031	0.0551181	196.697
0.275591	0.0551181	196.347
0.30315	0.0551181	196.002
0.330709	0.0551181	195.662
0.358268	0.0551181	195.328
0.385827	0.0551181	195.001
0.413386	0.0551181	194.68
0.440945	0.0551181	194.366
0.468504	0.0551181	194.06
0.496063	0.0551181	193.761
0.523622	0.0551181	193.47
0.551181	0.0551181	193.187
0.57874	0.0551181	192.912
0.606299	0.0551181	192.646
0.633858	0.0551181	192.388
0.661417	0.0551181	192.139
0.688976	0.0551181	191.898
0.716535	0.0551181	191.666
0.744094	0.0551181	191.442
0.771654	0.0551181	191.228
0.799213	0.0551181	191.022
0.826772	0.0551181	190.824
0.854331	0.0551181	190.636
0.88189	0.0551181	190.455
0.909449	0.0551181	190.283
0.937008	0.0551181	190.119
0.964567	0.0551181	189.963
0.992126	0.0551181	189.815
1.01969	0.0551181	189.674
1.04724	0.0551181	189.541
1.0748	0.0551181	189.415
1.10236	0.0551181	189.296
1.12992	0.0551181	189.184
1.15748	0.0551181	189.079
1.18504	0.0551181	188.979
1.2126	0.0551181	188.886
1.24016	0.0551181	188.799
1.26772	0.0551181	188.717
1.29528	0.0551181	188.64
1.32283	0.0551181	188.568
1.35039	0.0551181	188.502
1.37795	0.0551181	188.439
1.40551	0.0551181	188.381
1.43307	0.0551181	188.328
1.46063	0.0551181	188.278
1.48819	0.0551181	188.231
1.51575	0.0551181	188.188
1.54331	0.0551181	188.148
1.57087	0.0551181	188.111
1.59843	0.0551181	188.076
1.62598	0.0551181	188.045
1.65354	0.0551181	188.015
1.6811	0.0551181	187.987
1.70866	0.0551181	187.962
1.73622	0.0551181	187.938
1.76378	0.0551181	187.915
1.79134	0.0551181	187.894
1.8189	0.0551181	187.874
1.84646	0.0551181	187.855
1.87402	0.0551181	187.836
1.90157	0.0551181	187.818
1.92913	0.0551181	187.801
1.95669	0.0551181	187.784
1.98425	0.0551181	187.766
2.01181	0.0551181	187.749
2.03937	0.0551181	187.731
2.06693	0.0551181	187.712
2.09449	0.0551181	187.693
2.12205	0.0551181	187.673
2.14961	0.0551181	187.651
2.17717	0.0551181	187.628
2.20472	0.0551181	187.603
2.23228	0.0551181	187.576
2.25984	0.0551181	187.546
2.2874	0.0551181	187.514
2.31496	0.0551181	187.479
2.34252	0.0551181	187.439
2.37008	0.0551181	187.396
2.39764	0.0551181	187.348
2.4252	0.0551181	187.295
2.45276	0.0551181	187.237
2.48031	0.0551181	187.171
2.50787	0.0551181	187.099
2.53543	0.0551181	187.019
2.56299	0.0551181	186.929
2.59055	0.0551181	186.83
